Hindi,Telugu
"मैंने यहाँ एक दाँव लगाया था, इसलिये वहाँ एक अस्वीकरण है।","నాకు ఇక్కడ ఇ౦దులో భాగస్వామ్యం ఉంది, కాబట్టి అక్కడ భాగ౦ కోరడ౦ లేదు."
"लेकिन जियोथर्मल, सान्द्र सौर फ़ोटोवाल्टिक, कुशलता और संरक्षण बढा़ता है।","కానీ జియో థర్మల్, సౌరశక్తి, అడ్వాన్స్‌డ్ ఫోటోవోల్టాయిక్స్ వంటివి, సమర్ధత మరియు పొదుపుకు పనికొస్తాయి."
"आपने ये स्लाइड पहले भी देखी है, परन्तु इसमें एक परिवर्तन है।","మీరీ స్లయిడ్ ఇంతకు ముందు చూశారు, కానీ అక్కడో మార్పు ఉంది."
केवल दो देशों ने इस बात की पुष्टि नहीं की --और अब केवल एक ही है। आस्ट्रेलिया में चुनाव हुए।,అప్పుడు దాన్ని సరిచేయని దేశాలు రెండు ఉ౦డేవి. -- మరి ఇప్పుడు ఒక ఆస్ట్రేలియా మాత్రమే ఉ౦ది. ఆస్ట్రేలియాలో ఎన్నిక ఉండినది.
"और आस्ट्रेलिया में एक अभियान चल रहा था जिसमे टेलीविजन, इंटरनेट और रेडियो के विज्ञापन भी शामिल थे जिससे वो वहाँ के लोगों में अत्यावश्यकता की भावना को उठा सकें।","మరియు అక్కడ పెద్ద ఎత్తున ప్రచారం జరుగుతోంది అందులో టీవీ, ఇంటర్‌నెట్ మరియు రేడియో కమర్షియల్స్ అక్కడి ప్రజలలో తక్షణ చైతన్యం తెచ్చేందుకు ప్రయత్నాలు విరివిగా సాగుతున్నాయి."
और हमने आस्ट्रेलिया के हर गाँव और शहर में स्लाइड शो करने के लिये 250 लोगों को प्रशिक्षित किया।,మరియు మేము 250 మందికి శిక్షణనిచ్చి ఆస్ట్రేలియాలోని ప్రతీ గ్రామం మరియు పట్టణాల్లో ఈ స్లైడ్ షోను ఇవ్వాల్సిందిగా కోరాము.
"इसमें बहुत सी अन्य चीज़ों का योगदान दिया गया, लेकिन नये प्रधानमन्त्री ने घोषणा की कि उनकी पहली प्राथमिकता है क्योटो में आस्ट्रेलिया की स्थिति बदलना, और उन्होंने ऐसा किया। और अब अपने यहाँ पडे़ भयंकर सूखे के बाद उनमें कुछ जागृति की भावना आई है।","దానికి అనేక ఇతర అంశాలు తోడ్పడ్డాయి, కానీ కొత్త ప్రధానమంత్రి ప్రకటన బట్టి అతని మొట్ట మొదటి ప్రాధాన్యత క్యోటో ఒప్ప౦దంలో ఆస్ట్రేలియా పాత్రను మార్చడమే అతను అన్నట్లే చేశారు. ఇప్పుడు వారికి అవగాహన కలిగింది వారికి ఏర్పడిన తీవ్రమైన కరవు పరిస్థితులు దానికి కొంత కారణం."
"यह लेक लैनियर है। मेरे मित्र हीदी कलिन्स कहते हैं कि अगर हम सूखे को भी नाम दे दें जैसे हम तूफ़ान को देते हैं उत्तर पूर्व में आये तूफ़ान को अब हम कैटरीना कह सकते हैं, और हम कहेंगे कि ये अटलांटा की तरफ़ बढ़ गया।","ఇది లేక్ లేనియర్. నా స్నేహితుడు హీడి కలిన్స్ పేర్కొన్నట్లు మనం కనుక హరికేన్లకు పేరుపెట్టినట్లుగానే కరవులకు కూడా పేరు పెడితే, ఆగ్నేయ ప్రాంతంలో దాన్ని మనం కత్రినా అంటున్నాం, మనకు తెలిసి అది అట్లాంటా వైపుకు మళ్ళింది."
हम सूखे के प्रकार का इन्तजा़र नही कर सकते। आस्ट्रेलिया को हमारी राजनीतिक संस्कृति बदलनी होगी।,మనం ఇటువంటి కరవుపరిస్థితులకు సిద్ధంగా లేము ఆస్ట్రేలియా తన రాజకీయ సంస్కృతిని మార్చుకోవాల్సిన అవసర౦ ఉ౦ది.
और अब एक और अच्छी ख़बर है। यूएस का क्योटो में समर्थन करने वाले शहर अब 780 हैं,ఇక్కద మరో శుభవార్త. అమెరికాలో క్యోటోకు మద్దతునిస్తున్న నగరాల సంఖ్య
"--और मैंने सोचा कि मैं एक देखना चाहूँगा, केवल इसके स्थानीयकरण के लिये। जो एक अच्छी ख़बर है।",780 కు చేరింది- అదిగో అక్కడ మరోటి కనిపిస్తో౦ది. ఇదీ శుభవార్తే.
"अब इसे ख़त्म करने के लिये, हमने कुछ समय पहले सुना था किसी व्यक्तिगत बहादुरी का इतना सामान्य मूल्य बना देने के बारे में कि ये रोज़मर्रा की बात लगने लगे।","ముగించే ముందు, రెండు రోజుల క్రితం మనం విన్నాము వ్యక్తిగత హీరోయిజం యొక్క విలువ ఎంత సాధారణమైందీ అది ఆకర్షణ లేనిదిగా మిగిలిపోతుంది."
"हमें ज़रूरत है एक अन्य हीरो पीढी़ की। हममें से जो यूनाइटेड स्टेटस ऑफ़ अमेरिका में रहते हैं विशेषकर आज, और साथ ही शेष दुनिया को को किसी प्रकार समझना होगा कि इतिहास ने हमारे समक्ष विकल्प रखा है --जिस प्रकार जिल बोल्टे टेलर ने पता लगाया था कि उसके जीवन को उस समय कैसे बचाया जाये, जब वो एक अदभुत अनुभव से गुज़रने के कारण विचलित हो रही थी।","మనకు కావాల్సింది మరో హీరో యొక్క ఆవిర్భావం. అమెరికాలో నివసించే మన౦ ప్రత్యేకంగా ఈరోజు, మిగిలిన ప్రపంచంలోని వారు కూడా, కొద్దిగా చరిత్రను అర్ధం చేసుకోవాల్సి ఉంది. అది మనకో చాయిస్ ను అందించింది- జస్ట్ జిల్ బోల్ట్ టేలర్ చెప్పినట్లుగా ఆవిడ ఆచూకీ లేకపోయినపుడు, ఆవిడ విచిత్రమైన అనుభవాల్ని ఎదుర్కొంటున్నపుడు ఆవిడ జీవితాన్ని ఎలా కాపాడుతాం."
अब हम व्याकुलता की एक संस्कृति हैं,మనకిప్పుడుంది చంచలమైన సంస్కృతి.
और हमारे समक्ष ग्रहों की आपातस्थिति है,కానీ మన౦ ప్లానెటరీ ఎమర్జెన్సీలో ఉన్నా౦.
"और हमें एक रास्ता ढूँढ़ना है, जिससे हम आज की जीवित पीढी़ में एक नई पीढी़ मिशन की भावना जाग्रत कर सकें।","మనం ఒక మార్గాన్ని కనుగొని తయారుచేయాలి, ఈరోజు జీవించి ఉన్న తర౦ వాళ్లు, వారికి కావాల్సింది జెనరేషనల్ మిషన్ కు సంబంధించిన స్పృహ కలిగి ఉ౦డాలి."
मैं उम्मीद करता हूँ कि मुझे ये व्यक्त करने के लिये शब्द मिल पायें।,ఇది చెప్పేందుకు అవసరమైన పదాలు దొరకాలని నేను కోరుతున్నాను.
ये अन्य बहादुर पीढी़ है जो इस ग्रह पर लोकतंत्र को लेकर आई है।,ఇది మరో హీరో ఆవిర్భావము. ఈ భువికి ప్రజాస్వామ్యాన్ని తెచ్చింది.
एक अन्य जिन्होंने दासता का अन्त किया। और जिन्होंने स्त्रियों को वोट करने का अधिकार दिया।,మరొకటి బానిసత్వాన్ని తొలగించింది. మరొకటి మహిళలకు వోటు హక్కు కలిగించింది.
हम ये कर सकते हैं। मुझसे मत कहियेगा कि हममें ये करने की क्षमता नहीं है।,మనం ఇది చేయగలం. దీన్ని చేయగల సామర్ధ్యం మనకు లేదని నాకు చెప్పకండి.
"अगर हममें सिर्फ़ एक सप्ताह के लिये उतनी क्षमता हो जो हमने इराक युद्ध पर ख़र्च की थी, तो हम इस चुनौती को अच्छी तरह से सुलझाने के रास्ते पर बढ़ सकते हैं।","మనం ఇరాక్ యుద్ధం లో ఖర్చు చేసిన శక్తిని ఒకవారం రోజులు చూపినా, మనం ఈ సమస్య పరిష్కారంలో ఎంతో ముందుకుపోగలం."
हममें ये करने की क्षमता है।,మన దగ్గర సాధించేందుకు అవసరమైన శక్తి ఉంది.
"एक अन्तिम बिन्दु। मैं आशावान हूँ,क्योंकि मैं जानता हूँ कि हममें क्षमता है, और महान चुनौतियों के क्षणों में हम उन व्याकुलता के कारणों को अलग रख सकते हैं और खडे़ हो सकते हैं उन चुनौतियों के समक्ष जो इतिहास हमारे समक्ष रख रहा है।","ఒక చివరి మాట. నేను చాలా ఆశావహుణ్ని. ఎందుకంటే నేను నమ్ముతాను మనదగ్గర సామర్ధ్యం ఉంది, పెద్ద పెద్ద సవాళ్ళు ఎదురైన సమయంలో, మన దృష్టి మరల్చకుండా ఆ సవాలును ఎదుర్కొనేందుకు అనువుగా ఉన్నామని చరిత్ర మనుకు స్పష్టం చేస్తోంది."
"कभी-कभी मैंने देखा है कि लोग जलवायु समस्या से जुडे़ विचलित तथ्यों का जवाव ये कहकर देते हैं,"" ओह, कितने दुख की बात है।","ఒక్కోసారి పర్యావరణానికి సంబంధించిన ఈ ఇబ్బందికర అంశాలు విన్నపుడు వాళ్లు,""ఓహ్, ఇది చాలా దుర్బరం."
"हमारे ऊपर कितना बडा़ बोझ है।"" मैं आपसे कहना चाहूँगा कि आप इस प्रशन को दोबारा बानायें। मानव इतिहास की कितनी पीढि़यों को ये अवसर मिला है कि वो ऐसी चुनौतियों के समक्ष खडे़ हो सकें जो हमारे सर्वश्रेष्ठ प्रयास के लायक़ हैं?","మన పైన ఎంత భారం"" ఉంది."" నేను మిమ్మల్ని ఒకటదగాలనుకుంటున్నా దాన్ని తిరిగి ఫ్రేమ్ చేయండి. మానవ చరిత్రలో ఎన్ని తరాలలో ఎప్పుడు ఎవరికి వారందరి సమష్టి కృషి అవసరమైనట్టి విలువైన సవాలు ఎదురైంది?"
"एक ऐसी चुनौती जो हमसे वो निकाल सकें जो हम जानते हैं कि हम कर सकते हैं? मैं सोचता हूँ कि हमें इस चुनौती को अत्यधिक प्रसन्नता और कृतज्ञता से स्वीकार करना चाहिये कि हम वो पीढी़ हैं जिसके विषय में आज से हजा़र साल बाद, फ़िलहारमोनिक वाध वृन्द, कवि और गायक ये कहेंगे कि ये उनमें से एक हैं जिन्होंने समस्या को सुलझाने का रास्ता स्वयं निकाला और साथ ही एक शानदार और आशावान भविष्य की नींव रखी।","ఒక సవాలు అనేది, మనందరినీ కదిలి౦చేది, మనకు తెలిసిందానికంటే ఎక్కువగా సాధించాల్సి వచ్చేది? నా దృష్టిలో మనం ఈ సవాలును అత్యున్నత ఉత్సాహంతో ఎదుర్కోవాలి మనం ఆ తరానికి చెందిన వారిమని మన తర్వాత తరాలలో మన గురంచి, ఒక వేయి సంవత్సరాల తర్వాత కూడా సంగీత వాయిద్యాల హోరులో కవులు, గాయకులు ఉత్సవాలు చేసుకుంటూ పాడుతుంటే ఇలా, వారు తమలోగల శక్తిని కనుగొని ఈ సమస్యను పరిష్కరించారు మరియు మార్గాలు వేశారు ఒక నూతన ప్రకాశవంతమైన మరియు ఆశావహమైన మానవ భవిష్యత్తుకు, అని చెప్పుకోవాలి."
चलिये ये करते हैं। बहुत-बहुत धन्यवाद।,అలా౦టి దాన్ని మనం సాధిద్దాం. థ్యాంక్యూ వెరీ మచ్.
"क्रिस एन्डरसन: TED में बहुत से लोगों के लिये, बहुत दुख का विषय है कि एक सामान्य डिजा़इन के तथ्य ने-- दिन के अन्त में, एक डिजा़इन तथ्य जिस पर चुनाव हुआ था-- एक ख़राब डिजा़इन तथ्य का अर्थ है कि आपकी आवाज़ सुनी ही नहीं गई इसी प्रकार एक ऐसी स्थिति में पिछले आठ सालों में जिसमें आप इन सभी चीज़ों को सच कर सकते थे।","క్రిస్ అండర్సన్: టెడ్ లోని చాలా మందిలో, ఒక బాధ ఉంది అది బేసికల్ గా ఒక డిజైన్ కు సంబంధించింది- వోటింగ్ విధాన౦ గురి౦చి సమస్య ఇది. డిజైన్ సమస్య లోని ఒక లోప౦ మీరు చెప్పిన విషయాలపై ఎవరూ శ్రద్ధ పెట్టడ౦ లేదు. అలగే గత ఎనిమిది సంవత్సరాలుగా మీరు ఒక ఉన్నత పదవిలో ఉండి ఈ పనిని సాకారం చేయగల స్థాయిలో ఉ౦డి కూడా చేయలేకపోయారు."
ये दुख देता है।,అది బాధిస్తుంది.
"अल गोरे: तुम सोच भी नहीं सकते। सीए:जब आप देखते हैं कि आपकी पार्टी के उच्च प्रत्याशी क्या कर रहे हैं-- मेरा मतलब है, कि वहाँ-- कि क्या आप ग्लोबल वार्मिंग के विषय में उनकी योजनाओं से उत्साहित हैं?","అల్ గోర్: మీకు ఐడియా లేదా. (నవ్వు). సీఏ: మీరు మీ పార్టీలోని ప్రముఖ అభ్యర్ధులేమి చేస్తున్నారో చూడండి మీ స్వంత పార్టీ ఏం చేస్తోంది ఇప్పుడు-- నా దృష్టిలో, అక్కడ -- గ్లోబల్ వార్మింగ్ పై వారి ప్రణాళికల పట్ల మీరు ఆన౦ద౦గా ఉన్నారా?"
"एजी: इस प्रश्न का उत्तर मेरे लिये कठिन है क्योंकि, एक हाथ पर, मैं सोचता हूँ कि हमें अच्छा महसूस करना चाहिये इस तथ्य के बारे में कि रिपब्लिकन उम्मीदवार-- कोई उम्मीदवार जॉन मैक्केन, और डेमोक्रेटिक नामांकन के दोनों उम्मीदवार-- उन तीनों की जलवायु समस्या के बारे में बहुत अलग और आगे बढ़्ती हुई स्थिति है। तीनों को ही नेतृत्व का अवसर दिया गया है, और तीनों की सोच ही वर्तमान प्रशासन के दृष्टिकोण से बहुत अलग हैं। और मैं सोचता हूँ कि तीनों ही अपनी योजनाओं और प्रस्तावों को सामने रखने के मामले में ज़िम्मेदार हैं। लेकिन अभियान संवाद कि-- जैसा कि प्रश्नों में वर्णन किया गया है-- और जिसे लीग ऑफ़ कनवरसेशन वोटर द्वारा सामने रखा गया और वैसे सभी प्रश्नों का विश्लेषण और वैसे, सभी वाद-विवाद किसी ऐसी चीज़ द्वारा प्रायोजित हैं जो ऑरवेलियेन लेवल द्वारा जाता है ""क्लीन कोल"" क्या किसी ने इस पर ध्यान दिया?","ఏజీ: ఈ ప్రశ్నకు సమాధానం నాకు చాలా కష్టమైనది. ఎందుకంటే, ఒక విధ౦గా మనం చాలా గొప్పగా భావించాల్సిన విషయ౦ ఏ౦ట౦టే మన రిపబ్లికన్ నామినీ - జాన్ మెకయిన్, మరియు డెమొక్రటిక్ పార్టీ వారి నామినీలు - ముగ్గురూ ఈ సమస్య పై చాలా విభిన్నమైన మరియు ముందుకు పోయే వ్యూహం కలిగి ఉన్నారు వాతావరణ సమస్యపైన ఆ ముగ్గురు కూడా నాయకత్వం వహి౦చడానికి సిద్ధ౦గా ఉన్నారు. వారందరూ కూడా ఇప్పటి పాలకులు తీసుకున్న విధానానికి భిన్నమైన ఆభిప్రాయాలు కలిగి ఉన్నారు. నా దృష్టిలో మన పథకాలు, ప్రణాళికలు ప్రప౦చ౦ ముందుకు తీసుకురావడానికి ఈ ముగ్గురూ కూడా కారకులే. కానీ ప్రచార పర్వంలో నేను ప్రశ్నల స౦ఖ్యలో వివరించినట్లు -- వాటిని అన్నింటినీ కలిపి చూస్తే స౦ప్రదాయక ఓటర్ల గు౦పు, అలాగే, అన్ని ప్రశ్నల విశ్లేషణ ఇప్పటి వరకు జరిగిన చర్చలను కూడా ఓర్వీలియన్ లేబుల్ వారు స్పాన్సర్ చేసినవే. ""క్లీన్ కోల్"" పేరును, మీరెవరైనా గమనించారా?"
"हर किसी वाद-विवाद को ""क्लीन कोल"" ने प्रायोजित किया है।","ప్రతీ ఒక్క డిబేట్ కూడా ""క్లీన్ కోల్"" ద్వారానే స్పాన్సర్ చేయబడింది."
"""अब, कम एमिशन भी!""","""ఇప్పుడు, లోయర్ ఎమిషన్స్!"
इस संवाद की समृद्धि और परिपूर्णता ने हमारे लोकतंत्र में उस बहादुरी की प्राथमिकता का आधार रखा है जिसकी वास्तव में आवश्यकता है।,"""కూడా మన ప్రజాస్వామ్యంలో ఉన్నత౦గా భావి౦చే చర్చలు మనకు అవసరమైన ప్రారంభాన్నివ్వడానికి తోడ్పడి ఉండకపోవచ్చు."
"इसलिये वो सही चीज़ें कह रहे हैं और हो सकता है-- उनमें से जिसका भी चयन किया जाये- वो शायद सही चीज़ कर सकें, लेकिन मैं आपको बताना चाहूँगा: जब मैं 1997 में क्योटो से वापस आया बहुत ज़्यादा खु़शी की भावना के साथ कि हमें वहाँ शुरुआत मिल गई, और फिर मैने संयुक्त राज्य की सीनेट का सामना किया, तो 100 सीनेटर में से सिर्फ़ एक व्यक्ति वोट करने को तैयार था केवल निश्चित और प्रमाणित करने के लिये। जो भी प्रत्याशी कहते हैं उसे जो भी लोग कहते हैं उसके साथ रखना चाहिये।","కానీ వాళ్ళు సరైన విషయాలు చెబుతున్నారు ఎన్నికైన తర్వాత ఎవరైనా సరే- సరైన పనులే చేయాల్సి ఉ౦టు౦ది. కానీ నన్నీ విషయం చెప్పనివ్వండి. నేను క్యోటో నుంచి వచ్చినప్పటి నుంచి 1997 లో ఒక గొప్ప సంతోషమైన ఫీలింగ్ తో ఉన్నాను. మనకు అక్కడ లభించిన విజయంతో, యునైటెడ్ స్టేట్స్ సెనేట్ తో పోరాడాము, కానీ వంద సెనేటర్లలో కేవలం ఒకరు మాత్రమే ఒప్ప౦దాన్ని అంగీకరించడానికి, సరి చెసేందుకు సిద్ధ౦గా ఉన్నారు. అభ్యర్ధులు ఏది చెప్పినా అది ప్రజల యొక్క అభిప్రాయాన్నే సూచిస్తుంది."
चुनौती हमारी संपूर्ण सभ्यता का हिस्सा है।,ఈ సవాలు మన మొత్తం మానవజాతి నారికతకు సంబంధించినది.
CO2 वास्तव में हमारी सभ्यता का दम निकाल रही है।,మన జాతిలోని ప్రతి ఒక్కరు కూడా కార్బన్ డయాక్సైడ్ ను వదిలే వారే.
"और अब हमने इस प्रक्रिया का यंत्रीकरण कर दिया है। इस तरीके़ को बदलने के लिये एक लक्ष्य, एक माप और बदलाव की गति की आवश्यकता है जो उस सभी से आगे है जो कुछ भी हमने पहले किया है।","మనం దాన్ని యాంత్రీకరించాము. విధానాల్ని మారుస్తున్నాం దానికి ఒక విధమైన,ఒక స్కేల్, మార్పులో వేగం అది మనం గతంలో చేసినదానికన్నా వేగ౦గా ఉ౦డాలి."
"इसलिये मैं ये कह कर शुरुआत करुँगा, कि आप जो भी करें उसके लिये आशावान रहें, बल्कि साथ ही एक सक्रिय नागरिक भी बनें","అందుకే నేను మొదట్లోనే చెప్పాను మీరు చేసేదానిపట్ల ఆశావహులై ఉండండి, కానీ ఒక క్రియాశీలమైన పౌరుడిగా"
"जरुरी है-- तो प्रकाश बल्ब बदलें, लेकिन का़नून भी बदलें। वैश्विक सन्धियों को बदलें।","డిమాండ్ చేసి- లైట్ బల్బులు మార్చండి, అలాగే చట్టాలు మార్చండి. ప్రపంచ ఒప్పందాలు మార్చండి."
हमें बोलना होग। हमें इस लोकतंत्र को सुलझाना होगा--ये-- हमारे लोकतंत्र में कठिनाइयाँ हैं। और हमने उसे बदला है।,మనం మాట్లాడుకోవాలి. మనం ప్రజాస్వామ్యం యొక్క సమస్యలు పరిష్కరించాలి- ఇది - మన ప్రజాస్వామ్యంలో స్తబ్దత ఏర్పడింది.
इंटरनेट का प्रयोग करिये। इंटरनेट पर जाइये।,"మనం దాన్ని మార్చాలి. ఇంటర్ నెట్ ఉపయోగించండి. నెట్‌లో అ౦దరినీ కలవ౦డి,"
लोगों से जुडि़ये। और नागरिक के रुप में बहुत सक्रिय बनिये।,ప్రజలను కలపండి. క్రియాశీలకమైన పౌరులు కండి.
एक अधिस्थगन रखिये-- हमें कोई भी कोयला उत्पन्न करने वाले पौधे नही रखने चाहिये जो CO2 को इकठ्ठा नहीं कर सकते। जिसका मतलब है कि हमें जल्दी ही अक्षय स्त्रोतों का निर्माण करना होगा।,ఒక మారటోరియం విధించుకోండి - మేము ఇకనుంచి కొత్త బొగ్గు ఆధారిత ప్లాంటును ఏర్పాటుచేసుకోమని అవి కార్బన్ ను సేకరించి నిల్వచేయలేవు అంటే దానర్ధం మనం తొందరగా పునర్వినియోగ ఇంధనాలకు మారాలి.
"अब, कोई भी उस पैमाने पर बात नहीं कर रहा है।लेकिन मुझे विश्वास है कि अभी से नवंबर के मध्य ये मुमकिन है।","ఇప్పుడు, ఆ స్థాయిలో ఎవరూ మాట్లాడడం లేదు. కానీ నాకు నమ్మకం ఉంది ఇప్పటినుంచి నవంబర్ మధ్యలో అది సాధ్య౦ అవుతుంది."
"ये एलायन्स फ़ॉर क्लाइमेट प्रोटेक्शन एक राष्ट्रव्यापी अभियान शुरू करने जा रहा है-- ज़मीनी स्तर से गतिशीलता, टेलीविज़न विज्ञापन, इंटरनेट विज्ञापन, रेडियो, समाचार पत्र-- सभी के साथ भागीदारी करिये बालिका स्काउट से लेकर शिकारी और मछुआरों तक से।","పర్యావరణ పరిరక్షణకోసం ఏర్పడ్డ ఈ ఒప్పందం ఒక దేశవ్యాప్త ప్రచారాన్ని చేపట్టబోతోంది - గ్రామస్థాయినుంచి ప్రేరణ, టెలివిజన్ యాడ్స్, ఇంటర్‌ నెట్‌ యాడ్స్, రేడియో, న్యూస్ పేపర్ - అందరి భాగస్వామ్యంతో గర్ల్ స్కౌట్స్ నుంచి హంటర్స్ మరియు ఫిషర్ మెన్ వరకు అ౦దరినీ చేరే౦దుకు."
हमें मदद चाहिये। हमें मदद चाहिये।,మనకు సహాయం కావాలి. మనకందరి సహాయం కావాలి.
"सीए: आपकी स्वयं की व्यक्तिगत भूमिका के बारे में आगे बढ़ते हुए, एल, क्या कुछ और ऐसा है जो आप करना चाहेंगे?","సీఏ: మీ యొక్క వ్యక్తిగత లక్ష్యం ముందుకు పోవడం గూర్చి, ఆల్, మీరు ఇప్పుడు చేస్తున్న దానికంటే ఎక్కువగా చేయాలనుకుంటున్నారా?"
एजी: मैने प्रार्थना की है कि मैं इस प्रश्न का उत्तर पा सकूँ मैं क्या कर सकता हूँ?,ఏజీ: నేను ఆ ప్రశ్నకు సమాధానాన్ని చెప్పే స్థాయికి చేరాలని కోరుకు౦టున్నాను. అ౦తకన్నా ఏం చేయగలను?
"बकमिन्स्टर फ़ुलर ने एक बार लिखा था, "" अगर मानव जाति का भविष्य मुझ पर निर्भर करता तो मैं क्या करता?","బక్ మినిస్టర్ ఫుల్లర్ ఒకసారి ఇలా రాశారు,"" భవిష్యత్ లో మానవాళి మొత్తం నామీదే ఆధారపడితే, నేను ఏం చేయగలను?"
"मैं कैसा होता?"" ये हम सभी पर निर्भर करता है, लेकिन फिर भी, सिर्फ़ प्रकाश बल्बों के साथ नहीं।","నేనెలా చేయగలను?"" అది మనందరి మీద ఆధారపడి ఉంది, కాన్ అది, కేవలం బల్బులు మార్చడ౦తోనే కాదు."
यहाँ हममें से अधिकांश व्यक्ति अमेरिकी हैं। हमारा एक लोकतंत्र है।,"మనం, ఇక్కడున్న చాలా మందిమి అమెరికన్లము."
"हम चीज़ें बदल सकते हैं, पर हमें सक्रियता से बदलना होगा।","మనకో ప్రజాస్వామ్యం ఉంది. మనం ఈ విషయాలను మార్చగలం, కానీ మనం క్రియాశీలకంగా మారాలి."
जिस चीज़ की वास्तव में आवश्यकता है वो है एक उच्च स्तर की चेतना।,మనకు కావాల్సినదేమంటే పూర్తిస్థాయిలో అవగాహన.
और ये कठिन है-- ये उत्पन्न करना कठिन है-- परन्तु ये आ रहा है।,మరియు అది చాల కష్టం - అది నెలకొల్పడం చాలా కఠినం- కానీ అది వస్తోంది.
"एक अफ़्रीकी कहावत है जिसे शायद आपमें से कोई जानता हो जो कहता है, "" अगर आप जल्दी चलना चाहते हैं, तो अकेले चलिये; अगर आप दूर तक चलना चाहते हैं, तो साथ चलिये"" हमें जल्दी ही दूर तक जाना है।","ఇక్కడో ఆఫ్రికన్ సామెత కొంతమ౦దికి తెలిసి ఉండొచ్చు ""మీరు త్వరగా వెళ్ళాలనుకుంటే, వంటరిగా వెళ్లండి; కానీ మీరు చాలా దూరం వెళ్లాలంటే మాత్రం కలసి వెళ్లండి."
तो हमें अपनी चेतना में बदलाव लाना ही होगा।,"""మనం చాలా దూరం త్వరగా వెళ్లాలి. కాబట్టీ మనం మన అవగాహనలో చైతన్యం తెచ్చుకోవాలి."
प्रतिबद्धता में बदलाव। अत्यावश्यकता की नवीन भावना।,ఒక నిర్ణయంలో మార్పు. ఒక తక్షణమైన మార్పు.
इस सुविधा के लिये नवीन प्रशंसा के हम इस चुनौती को स्वीकार कर रहे हैं।,మనం చేయబోతున్న ఈ సాహసానికి ప్రోత్సాహం అది మనం ఈ సవాలును ఎదుర్కోవడానికి శక్తినివ్వాలి.
सीए: अल गोर TED आने ले लिये आपका बहुत धन्यवाद।,"సీఏ: అల్ గోర్, టెడ్ కి వచ్చినందుకు థ్యాంక్యూ."
एजी: धन्यवाद। बहुत धन्यवाद। (तालियां),"ఏజీ: థ్యాంక్యూ, థ్యాంక్యూ వెరీమచ్. (చప్పట్లు) [Ch1] Not in the source (which means “claps”)"
"कुछ साल पहले, मै ने सच मेँ बहुत ही हिम्मत का काम किया, या कोई उसे बेवकूफी कहते हैँ",కొన్ని సంవత్సరాల క్రితం నేనొక ఘనకార్యం చేసాను కొందరు దాన్ని పిచ్చిపని అనవచ్చు
मैँ कॉंग्रेस के लिये दौडा,కాంగ్రెస్ తరఫున పరిగెత్తాను
"बहुत साल तक, मैँ राजनीति मेँ सुरक्षित रूप से परदे के पीछे रहा एक फंड रैसर के रूप मेँ, एक आयोजक के रूप मेँ, लेकिन मेरे मन मेँ, मैँ हमेषा दौडना चाहती थी","కొంతకాలంగా నేను రాజకీయరంగంలో తెరమరుగున పనిచేస్తున్నాను నిధిసేకరణ కర్తగా,నిర్వాహకురాలిగానూ కానీ లోలోపల నాకు పరిగెత్తాలని వుండేది"
मेरे जिले मेँ १९९२ से काँग्रेस वुमन थी,ప్రస్తుతం అధికారంలో వున్న కాంగ్రెస్ మహిళ మా జిల్లాలో 1992 నుంచి నివసిస్తోంది
"उन्होँ ने कभी रेस नही हारी, और कोई भी उनके सामने डेमोक्रटिक प्रैमरी से नही खडे थे",ఆమె ఒక్క పరుగుపందెంలోనూ ఓడిపోలేదు డెమాక్రటిక్ ప్రైమరీలో ఆమెకు పోటీగా ఎవ్వరూ పరిగెత్తలేదు
"लेकिन मेरे मन मेँ , ये एक अंतर लाने के लिये, यथास्थिति को बधित करने के लिये, मेरी तरीका थी",కానీ నా మనస్సులో ఈ పధ్ధతిలో ఒక మార్పును తేవడం ద్వారా ప్రస్తుతమున్నదాన్ని మార్చాలనుకునేదాన్ని
मगर पोल्स कुछ अलग एक कहाँई बतारहे थे,కానీ సర్వేలు మరోలా తేల్చాయి
"मेरे पोल्स्टर्स ने कहा मैँ पागल हूँ , किये रेस दौड रही हूँ, और कोई रस्ता नही हैँ कि मैँ जीत सकू",సర్వే నిర్వాహకులు నేను పరిగెత్తాలనే వెర్రితో వున్నానని అన్నారు నేను గెలిచే అవకాశమే లేదన్నారు
"लेकिन वैसे भी मैँ ने दौडा, और २०१२ मेँ, मैँ न्युयार्क सिटी कॉंग्रेशनल रेस मेँ एक नवोत्थान हुआ",ఏమన్నా నేను పరిగెత్తాను 2012లో నేను న్యూయార్క్ నగరం లోని పరుగు పోటీలో చేరాను
मैँ ने ठान ली कि मैँ जीतूंगी,నేను గెలుస్తాననే ధీమాతో వున్నాను
"मुझे न्युयार्क डैली न्युज से समर्थन मिला, वाल स्ट्र्र्ट जर्नल ने चुनाव के दिन मेरे चित्रोँ को छापा, और CNBC ने इसे देश के सबसे भडकीला रेसोँ मेँ एक बताया",న్యూయార్క్ దినపత్రికలు ప్రోత్సహించాయి పందెం రోజు వాల్ స్ట్రీట్ జర్నల్ నా ఫోటోలను తీసింది CNBC దీన్ని దేశంలోని ప్రముఖ పోటీగా పేర్కొన్నది
